Avg_Screenwriter_Per_Screenwriter,Avg_Producer_Per_Producer,Avg_Director_Per_Director,budget,movies,starpower,Average_Billing,Movies_Producer_Per_Producer,Running_Time,Movies_Screenwriter_Per_Screenwriter,Sentiment_Score_imdb,Num_Executive,Movies_Director_Per_Director,Value,Genre_y_Action,Genre_y_Adventure,Genre_y_Comedy,Genre_y_Drama,Genre_y_Horror,Genre_y_Other,starpower,Genre_y_Thriller/Suspense,Num_Screenwriter,cluster,Year_x
75663352.33333333,88759404.66666667,39985916.0,20000000,8,465,0.3450704225352113,41.33333333333334,105.0,5.666666666666667,0.9981594681739808,9,17.0,100.4509,0,0,0,0,1,0,465,0,3,1,2021
339616.0,178877.0,366991.0,1450175,0,0,0.0,2.0,87.0,2.0,0.9916189908981324,0,3.0,100.4509,0,0,1,0,0,0,0,0,1,0,2021
135845433.5,49469357.5,57231190.0,43000000,4,179,0.0818181818181818,37.5,116.0,6.0,0.9721418619155884,4,8.0,100.4509,0,0,0,0,0,0,179,1,2,0,2021
269435.0,1066228.2,269435.0,2300000,1,81,1.0,7.2,105.0,1.0,0.999206006526947,4,1.0,100.4509,0,0,0,1,0,0,81,0,1,0,2021
162778074.5,691747390.5,111203407.0,200000000,15,1256,3.405555555555555,20.0,156.0,3.0,0.9057621359825134,3,4.0,100.3779,1,0,0,0,0,0,1256,0,4,2,2021
0.0,0.0,992992.0,24000000,0,0,0.0,0.0,163.0,0.0,0.9912569522857666,0,3.0,100.3779,0,0,0,1,0,0,0,0,0,0,2021
172504567.0,175609427.25,136844975.0,150000000,6,478,0.375,16.75,115.0,4.0,0.9671027660369872,1,7.0,100.3779,1,0,0,0,0,0,478,0,1,0,2021
103829523.0,98919791.0,69420848.0,64000000,3,179,0.2368421052631579,6.0,97.0,6.0,0.9924944639205932,7,7.0,100.3779,0,1,0,0,0,0,179,0,1,1,2021
8741662.0,18863154.2,11223895.0,35000000,6,323,3.3,9.0,125.0,2.0,0.6735286712646484,3,8.0,100.3779,0,0,0,1,0,0,323,0,1,0,2021
87315161.5,110155421.0,69973586.0,75000000,10,703,1.214285714285714,18.0,125.0,4.0,0.90082448720932,6,10.0,100.3779,0,0,1,0,0,0,703,0,2,1,2021
62030397.0,62611520.0,10060815.0,50000000,4,252,0.0202702702702702,11.33333333333333,138.0,5.0,0.9997270703315736,10,4.0,100.3779,0,0,0,1,0,0,252,0,1,0,2021
426262152.0,321513771.5,383732422.0,150000000,0,0,0.0,4.0,109.0,2.0,0.8957299590110779,1,2.5,100.3779,0,1,0,0,0,0,0,0,2,1,2021
117976503.5,88639973.25,140714113.0,75000000,10,625,2.066666666666667,14.75,160.0,2.5,0.68980473279953,6,31.0,100.3779,0,0,0,1,0,0,625,0,2,1,2021
27620020.0,39879919.0,21984931.0,25000000,2,43,0.2142857142857143,13.0,107.0,6.0,0.9570130705833436,4,9.0,100.3779,0,0,0,0,1,0,43,0,1,0,2021
0.0,32104703.0,35326008.0,40000000,3,21,0.6666666666666666,6.0,133.0,0.0,0.9772244691848756,0,9.0,100.3779,0,0,0,1,0,0,21,0,0,0,2021
517859767.0,625259462.5,517859767.0,85000000,6,389,0.6016393442622952,14.0,112.0,2.0,0.7206664681434631,1,2.0,100.2871,0,1,0,0,0,0,389,0,1,2,2021
80787816.0,0.0,92845652.0,75000000,10,514,1.352941176470588,0.0,145.0,5.0,0.970680832862854,0,10.0,100.2871,0,0,1,0,0,0,514,0,2,0,2021
130610701.0,129006131.0,296738798.0,100000000,5,225,0.9473684210526316,13.33333333333333,156.0,4.0,0.5654424428939819,4,36.0,100.2871,0,0,0,0,0,1,225,0,1,1,2021
14377706.0,26136052.33333333,33595698.0,9000000,0,0,0.0,12.33333333333333,116.0,3.0,0.9188757538795472,0,7.0,100.2871,0,0,0,1,0,0,0,0,1,0,2021
780835783.5,545420394.5,784590535.0,200000000,10,857,3.022727272727273,28.5,148.0,7.5,0.9982001781463624,6,5.0,100.2871,1,0,0,0,0,0,857,0,2,2,2021
167330670.75,125619275.3333333,209361952.0,190000000,4,236,0.0943396226415094,5.333333333333333,148.0,3.5,0.5654424428939819,1,7.0,100.2871,1,0,0,0,0,0,236,0,4,1,2021
125268361.5,159759827.3333333,89131742.0,60000000,10,189,4.7,9.0,150.0,10.0,0.8203096389770508,0,14.0,100.2871,0,0,0,0,0,0,189,1,2,0,2021
149272385.0,150321882.3333333,192024792.0,100000000,10,645,2.866666666666667,10.33333333333333,131.0,6.5,0.9717456698417664,5,8.0,100.2871,1,0,0,0,0,0,645,0,2,1,2021
3368122.0,68147334.4,31148611.0,25000000,0,0,0.0,19.6,131.0,2.0,0.9998772144317628,5,4.0,100.2871,0,0,0,1,0,0,0,0,1,0,2021
0.0,0.0,23133303.0,7000000,0,0,0.0,0.0,145.0,0.0,0.5654424428939819,0,2.0,100.2871,0,0,0,1,0,0,0,0,0,0,2021
210183037.0,95767994.0,355272651.0,125000000,5,472,0.6258620689655172,8.0,100.0,9.0,0.9961232542991638,3,4.0,101.7405,0,1,0,0,0,0,472,0,1,1,2020
449178.0,593148.0,457812.0,4000000,0,0,0.0,1.0,110.0,2.0,0.958341658115387,0,2.0,101.7405,0,0,0,0,1,0,0,0,2,0,2020
161432943.0,201798976.3333333,73719546.0,175000000,9,658,0.5702127659574469,13.33333333333333,103.0,3.5,0.9996836185455322,4,5.0,101.7405,0,1,0,0,0,0,658,0,2,2,2020
26563888.0,33242132.75,22422164.0,29000000,6,309,0.4558823529411765,3.5,83.0,1.0,0.782246470451355,2,8.0,101.7405,0,0,1,0,0,0,309,0,2,1,2020
119802146.0,26834149.14285714,111146736.0,18000000,2,200,0.578125,9.571428571428571,102.0,10.0,0.8736957311630249,6,11.0,101.7405,0,0,1,0,0,0,200,0,2,0,2020
